20/08/2020;00:00:43;26.0
20/08/2020;00:02:13;26.0
20/08/2020;00:03:43;26.0
20/08/2020;00:05:13;26.0
20/08/2020;00:06:43;26.0
20/08/2020;00:08:13;26.0
20/08/2020;00:09:43;26.0
20/08/2020;00:11:13;26.0
20/08/2020;00:12:43;26.0
20/08/2020;00:14:13;26.0
20/08/2020;00:15:43;26.0
20/08/2020;00:17:13;26.0
20/08/2020;00:18:43;26.0
20/08/2020;00:20:13;26.0
20/08/2020;00:21:43;26.0
20/08/2020;00:23:15;26.0
20/08/2020;00:24:43;26.0
20/08/2020;00:26:13;26.0
20/08/2020;00:27:43;26.0
20/08/2020;00:29:13;26.0
20/08/2020;00:30:43;26.0
20/08/2020;00:32:13;26.0
20/08/2020;00:33:43;26.0
20/08/2020;00:35:13;26.0
20/08/2020;00:36:43;26.0
20/08/2020;00:38:13;26.0
20/08/2020;00:39:43;26.0
20/08/2020;00:41:13;26.0
20/08/2020;00:42:43;26.0
20/08/2020;00:44:13;26.0
20/08/2020;00:45:43;26.0
20/08/2020;00:47:13;26.0
20/08/2020;00:48:43;26.0
20/08/2020;00:50:13;26.0
20/08/2020;00:51:43;26.0
20/08/2020;00:53:13;26.0
20/08/2020;00:54:43;26.0
20/08/2020;00:56:13;26.0
20/08/2020;00:57:43;26.0
20/08/2020;00:59:13;26.0
20/08/2020;01:00:43;26.0
20/08/2020;01:02:13;25.0
20/08/2020;01:03:43;26.0
20/08/2020;01:05:13;26.0
20/08/2020;01:06:45;26.0
20/08/2020;01:08:13;26.0
20/08/2020;01:09:43;26.0
20/08/2020;01:11:13;26.0
20/08/2020;01:12:43;26.0
20/08/2020;01:14:13;26.0
20/08/2020;01:15:43;26.0
20/08/2020;01:17:13;26.0
20/08/2020;01:18:43;26.0
20/08/2020;01:20:13;26.0
20/08/2020;01:21:43;26.0
20/08/2020;01:23:13;26.0
20/08/2020;01:24:43;26.0
20/08/2020;01:26:13;26.0
20/08/2020;01:27:43;26.0
20/08/2020;01:29:13;26.0
20/08/2020;01:30:43;25.0
20/08/2020;01:32:13;26.0
20/08/2020;01:33:43;26.0
20/08/2020;01:35:13;26.0
20/08/2020;01:36:43;26.0
20/08/2020;01:38:13;26.0
20/08/2020;01:39:43;26.0
20/08/2020;01:41:13;26.0
20/08/2020;01:42:43;26.0
20/08/2020;01:44:13;26.0
20/08/2020;01:45:43;26.0
20/08/2020;01:47:13;26.0
20/08/2020;01:48:43;26.0
20/08/2020;01:50:13;26.0
20/08/2020;01:51:45;26.0
20/08/2020;01:53:13;26.0
20/08/2020;01:54:43;26.0
20/08/2020;01:56:13;26.0
20/08/2020;01:57:43;26.0
20/08/2020;01:59:13;26.0
20/08/2020;02:00:43;26.0
20/08/2020;02:02:13;26.0
20/08/2020;02:03:43;26.0
20/08/2020;02:05:13;26.0
20/08/2020;02:06:43;26.0
20/08/2020;02:08:13;26.0
20/08/2020;02:09:43;26.0
20/08/2020;02:11:13;26.0
20/08/2020;02:12:43;26.0
20/08/2020;02:14:13;26.0
20/08/2020;02:15:43;26.0
20/08/2020;02:17:13;26.0
20/08/2020;02:18:43;26.0
20/08/2020;02:20:13;26.0
20/08/2020;02:21:43;26.0
20/08/2020;02:23:13;26.0
20/08/2020;02:24:43;26.0
20/08/2020;02:26:13;26.0
20/08/2020;02:27:43;26.0
20/08/2020;02:29:13;26.0
20/08/2020;02:30:43;26.0
20/08/2020;02:32:13;26.0
20/08/2020;02:33:43;26.0
20/08/2020;02:35:13;26.0
20/08/2020;02:36:43;26.0
20/08/2020;02:38:13;25.0
20/08/2020;02:39:43;26.0
20/08/2020;02:41:13;25.0
20/08/2020;02:42:43;26.0
20/08/2020;02:44:13;26.0
20/08/2020;02:45:43;26.0
20/08/2020;02:47:13;26.0
20/08/2020;02:48:43;26.0
20/08/2020;02:50:13;26.0
20/08/2020;02:51:43;26.0
20/08/2020;02:53:13;26.0
20/08/2020;02:54:43;26.0
20/08/2020;02:56:13;26.0
20/08/2020;02:57:43;26.0
20/08/2020;02:59:13;26.0
20/08/2020;03:00:43;26.0
20/08/2020;03:02:13;26.0
20/08/2020;03:03:43;26.0
20/08/2020;03:05:13;26.0
20/08/2020;03:06:43;26.0
20/08/2020;03:08:13;26.0
20/08/2020;03:09:43;26.0
20/08/2020;03:11:13;26.0
20/08/2020;03:12:43;26.0
20/08/2020;03:14:13;26.0
20/08/2020;03:15:43;26.0
20/08/2020;03:17:13;26.0
20/08/2020;03:18:43;26.0
20/08/2020;03:20:15;26.0
20/08/2020;03:21:43;26.0
20/08/2020;03:23:13;26.0
20/08/2020;03:24:43;26.0
20/08/2020;03:26:13;26.0
20/08/2020;03:27:43;26.0
20/08/2020;03:29:13;26.0
20/08/2020;03:30:43;26.0
